"id","category_id","category","name","manufacturer","url","min_price","max_price","average_rating","review_count","review_tags","review_rating_distribution","review_platform_distribution","price_trend","specifications","conformity_certification","safety_certification","product_code","updated_at","unit_price"
22,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 입체/사운드북,어스본 시끌벅적 정글 사운드북,어스본,https://prod.danawa.com/info/?pcode=20869481&cate=16353680,13860,19080,4.60,472,"{아이,아기,노래,스티커,저렴,선물,소리,만족,가격,튤립,애기,조카,아가,사운드북,구성,동요}","{""1"": 3, ""2"": 2, ""3"": 23, ""4"": 84, ""5"": 360}","{""옥션"": 18, ""G마켓"": 46, ""11번가"": 36}","[{""date"": ""25.11.04"", ""price"": 13860, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 13860, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 13860, ""period"": ""6개월""}, {""date"": ""25.03"", ""price"": 13860, ""period"": ""12개월""}, {""date"": ""24.03"", ""price"": 12350, ""period"": ""24개월""}]","{""대상"": {""유아용"": true}, ""품목"": {""사운드북"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""어스본"", ""등록년월"": ""2017년 04월"", ""제조회사"": ""어스본""}",,,"20869481",2025-11-26 18:21:30.241,
23,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 입체/사운드북,어스본 요리조리 열어 보는 우주,어스본,https://prod.danawa.com/info/?pcode=20866319&cate=16353680,11700,13500,4.70,59,"{아이,아기,저렴,선물,만족,가격,조카,구성,놀이,관심,다양,그림,한글,추천,아들,친구}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 13, ""5"": 46}","{""옥션"": 8, ""G마켓"": 9, ""SSG.COM"": 1, ""11번가"": 36, ""위메프"": 1, ""신세계몰"": 1, ""인터파크"": 1, ""이마트인터넷쇼핑몰"": 2}","[{""date"": ""25.11.04"", ""price"": 11470, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 11470, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 11470, ""period"": ""6개월""}, {""date"": ""25.11"", ""price"": 11470, ""period"": ""12개월""}, {""date"": ""24.02"", ""price"": 10881, ""period"": ""24개월""}]","{""품목"": {""플랩북"": true}, ""학습"": {""학습"": ""우주""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""어스본"", ""대상연령"": {""대상연령"": ""6세부터""}, ""등록년월"": ""2016년 03월"", ""제조회사"": ""어스본""}",,,"20866319",2025-11-26 18:23:30.935,
24,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 입체/사운드북,블루래빗 재밌다 스티커북 IQ + EQ + CQ세트 (2세),블루래빗,https://prod.danawa.com/info/?pcode=20858978&cate=16353680,11470,13580,4.80,14,"{아이,아기,스티커,저렴,선물,만족,가격,애기,조카,아가,구성,놀이,다양,장난감,그림,한글}","{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 0, ""5"": 13}","{""AK몰"": 1, ""옥션"": 2, ""G마켓"": 8, ""CJ온스타일"": 2, ""롯데홈쇼핑"": 1}","[{""date"": ""25.11.04"", ""price"": 11470, ""period"": ""1개월""}, {""date"": ""10.07"", ""price"": 11340, ""period"": ""3개월""}, {""date"": ""25.10"", ""price"": 11340, ""period"": ""6개월""}, {""date"": ""25.10"", ""price"": 11340, ""period"": ""12개월""}, {""date"": ""24.04"", ""price"": 10500, ""period"": ""24개월""}]","{""품목"": {""학습책"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""블루래빗"", ""등록년월"": ""2021년 01월"", ""제조회사"": ""블루래빗""}",,,"20858978",2025-11-26 18:25:10.290,
25,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 입체/사운드북,스티커 인형 코디북 패션 디자이너 홈 디자이너 450개 스티커 100가지 색칠놀이 어스본코리아,,https://prod.danawa.com/info/?pcode=25672331&cate=16353680,4400,4400,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 4400, ""period"": ""1개월""}, {""date"": ""10.21"", ""price"": 4400, ""period"": ""3개월""}, {""date"": ""25.10"", ""price"": 4400, ""period"": ""6개월""}, {""date"": ""25.05"", ""price"": 3960, ""period"": ""12개월""}, {""date"": ""25.05"", ""price"": 3960, ""period"": ""24개월""}]","{""품목"": {""그림/동화/놀이책"": true, ""유아동의류/잡화/도서"": true, ""입체/스티커/사운드북"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""등록년월"": ""2019년 02월""}",,,"25672331",2025-11-26 18:27:52.047,
26,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 입체/사운드북,상상박스 건강이 뚝딱 스티커 (몸속여행뚝딱),상상박스,https://prod.danawa.com/info/?pcode=20862860&cate=16353680,6300,6300,4.60,3,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 2}","{""G마켓"": 1, ""11번가"": 2}","[{""date"": ""25.11.04"", ""price"": 6300, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 6300, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 6300, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 5850, ""period"": ""12개월""}, {""date"": ""24.01"", ""price"": 5850, ""period"": ""24개월""}]","{""품목"": {""스티커북"": true}, ""학습"": {""학습"": ""신체""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""상상박스"", ""대상연령"": {""대상연령"": ""3세부터""}, ""등록년월"": ""2014년 03월"", ""제조회사"": ""상상박스""}",,,"20862860",2025-11-26 18:29:24.001,
179,4,홈 > 식품/유아/완구 > 유모차/카시트/외출 > 아기띠/외출용품 > 미아방지가방/팔찌,스킵합 애니멀 유아 미아방지 가방 (색상선택),스킵합,https://prod.danawa.com/info/?pcode=58035260&cate=16349257,33212,34960,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 15230, ""period"": ""1개월""}, {""date"": ""09.16"", ""price"": 15132, ""period"": ""3개월""}, {""date"": ""25.09"", ""price"": 15132, ""period"": ""6개월""}, {""date"": ""25.09"", ""price"": 15132, ""period"": ""12개월""}, {""date"": ""24.12"", ""price"": 14870, ""period"": ""24개월""}]","{""품목"": {""품목"": ""미아방지가방""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""스킵합"", ""등록년월"": ""2024년 06월"", ""제조회사"": ""스킵합""}",,,"58035260",2025-11-27 00:06:26.720,
27,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 입체/사운드북,스마트스터디 핑크퐁 스티커 (동물),스마트스터디,https://prod.danawa.com/info/?pcode=20867402&cate=16353680,4100,5220,4.90,496,"{아이,아기,노래,스티커,저렴,선물,소리,만족,가격,애기,조카,아가,사운드북,구성,동요,놀이}","{""1"": 0, ""2"": 0, ""3"": 3, ""4"": 8, ""5"": 485}","{""GS샵"": 3, ""옥션"": 16, ""G마켓"": 24, ""SSG.COM"": 30, ""이마트인터넷쇼핑몰"": 27}","[{""date"": ""25.11.04"", ""price"": 4100, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 4100, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 4100, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 4100, ""period"": ""12개월""}, {""date"": ""24.07"", ""price"": 3690, ""period"": ""24개월""}]","{""구성"": {""구성"": ""스티커35개,놀이판,정리판""}, ""품목"": {""스티커북"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""스마트스터디"", ""대상연령"": {""대상연령"": ""3세부터""}, ""등록년월"": ""2016년 11월"", ""제조회사"": ""스마트스터디""}",,,"20867402",2025-11-26 18:31:44.717,
28,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 입체/사운드북,대교출판 꿈꾸는달팽이 미니 깜찍 팝업북 12권 세트,대교출판,https://prod.danawa.com/info/?pcode=25644758&cate=16353680,70200,70200,4.60,67,"{아이,아기,스티커,저렴,선물,소리,만족,가격,애기,조카,아가,사운드북,구성,놀이,관심,다양}","{""1"": 2, ""2"": 0, ""3"": 3, ""4"": 9, ""5"": 53}","{""옥션"": 14, ""G마켓"": 30, ""SSG.COM"": 3, ""11번가"": 7, ""신세계몰"": 6, ""인터파크"": 1, ""CJ온스타일"": 6}","[{""date"": ""25.11.18"", ""price"": 54600, ""period"": ""1개월""}, {""date"": ""09.30"", ""price"": 54600, ""period"": ""3개월""}, {""date"": ""25.07"", ""price"": 54600, ""period"": ""6개월""}, {""date"": ""25.05"", ""price"": 54600, ""period"": ""12개월""}, {""date"": ""25.05"", ""price"": 54600, ""period"": ""24개월""}]","{""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""대교출판"", ""등록년월"": ""2022년 05월"", ""제조회사"": ""대교출판""}",,,"25644758",2025-11-26 18:33:48.408,
29,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 입체/사운드북,토이트론 리틀 퓨처북 폴리펜,토이트론,https://prod.danawa.com/info/?pcode=20872442&cate=16353680,55800,81000,4.70,408,"{아이,아기,노래,스티커,저렴,선물,소리,만족,가격,튤립,애기,조카,아가,사운드북,구성,동요}","{""1"": 4, ""2"": 4, ""3"": 8, ""4"": 61, ""5"": 331}","{""GS샵"": 2, ""옥션"": 11, ""G마켓"": 12, ""SSG.COM"": 5, ""11번가"": 54, ""롯데ON"": 1, ""위메프"": 1, ""홈&쇼핑"": 1, ""신세계몰"": 2, ""인터파크"": 5, ""CJ온스타일"": 1, ""롯데홈쇼핑"": 1, ""롯데마트(ZETTA)"": 2, ""이마트인터넷쇼핑몰"": 2}","[{""date"": ""25.11.04"", ""price"": 55800, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 55800, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 50760, ""period"": ""6개월""}, {""date"": ""25.01"", ""price"": 44820, ""period"": ""12개월""}, {""date"": ""24.01"", ""price"": 41900, ""period"": ""24개월""}]","{""품목"": {""전자펜+학습자료"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""토이트론"", ""등록년월"": ""2017년 08월"", ""제조회사"": ""토이트론""}",,,"20872442",2025-11-26 18:36:08.074,
30,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 입체/사운드북,길벗 직장인을 위한 실무 엑셀,길벗,https://prod.danawa.com/info/?pcode=25661678&cate=16353680,16200,18900,4.50,11,{},"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 9}","{""GS샵"": 6, ""옥션"": 3, ""11번가"": 1, ""인터파크"": 1}","[{""date"": ""25.11.04"", ""price"": 16200, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 16200, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 16200, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 16200, ""period"": ""12개월""}, {""date"": ""24.10"", ""price"": 16065, ""period"": ""24개월""}]","{""품목"": {""그림/동화/놀이책"": true, ""유아동의류/잡화/도서"": true, ""입체/스티커/사운드북"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""길벗"", ""등록년월"": ""2018년 06월"", ""제조회사"": ""길벗""}",,,"25661678",2025-11-26 18:37:42.041,
31,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 입체/사운드북,스마트베어 튤립 사운드북 (아기동요 세상(분홍이)),스마트베어,https://prod.danawa.com/info/?pcode=34379072&cate=16353680,12050,16650,5.00,5,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 5}","{""G마켓"": 1, ""11번가"": 1, ""CJ온스타일"": 3}","[{""date"": ""25.11.18"", ""price"": 11920, ""period"": ""1개월""}, {""date"": ""10.14"", ""price"": 11650, ""period"": ""3개월""}, {""date"": ""25.10"", ""price"": 11650, ""period"": ""6개월""}, {""date"": ""25.10"", ""price"": 11650, ""period"": ""12개월""}, {""date"": ""24.02"", ""price"": 9950, ""period"": ""24개월""}]","{""대상"": {""유아용"": true}, ""품목"": {""사운드북"": true}, ""학습"": {""학습"": ""동요""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""스마트베어"", ""대상연령"": {""대상연령"": ""3세부터""}, ""등록년월"": ""2024년 02월"", ""제조회사"": ""스마트베어""}",,,"34379072",2025-11-26 18:39:15.338,
32,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 학습벽보/차트,키움 랄랄라 사운드 벽보 (우리나라 지도),키움,https://prod.danawa.com/info/?pcode=20868293&cate=16353681,3130,4500,4.80,30,"{아이,아기,그림,만족,저렴,가격,관심,동물,공부,한글,과일,벽보,코팅,숫자,놀이,양면}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 4, ""5"": 26}","{""옥션"": 6, ""G마켓"": 17, ""11번가"": 7}","[{""date"": ""25.11.04"", ""price"": 3130, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 3130, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 3130, ""period"": ""6개월""}, {""date"": ""25.11"", ""price"": 3130, ""period"": ""12개월""}, {""date"": ""25.11"", ""price"": 3130, ""period"": ""24개월""}]","{""크기"": {""크기"": ""52.5x76cm""}, ""특징"": {""양면"": true, ""QR코드"": true}, ""품목"": {""학습벽보"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""키움"", ""대상연령"": {""대상연령"": ""3세부터""}, ""등록년월"": ""2016년 09월"", ""제조회사"": ""키움""}",,,"20868293",2025-11-26 18:41:01.649,
33,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 학습벽보/차트,시멘토 학습벽보 학습앱 급수한자 8급편,,https://prod.danawa.com/info/?pcode=25666883&cate=16353681,4860,4860,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 4860, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 4860, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 4860, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 4860, ""period"": ""12개월""}, {""date"": ""24.01"", ""price"": 4860, ""period"": ""24개월""}]","{""품목"": {""학습벽보/차트"": true, ""그림/동화/놀이책"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""등록년월"": ""2018년 11월""}",,,"25666883",2025-11-26 18:43:40.244,
34,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 학습벽보/차트,훈민출판사 엄마랑 벽그림 병풍 6장,훈민출판사,https://prod.danawa.com/info/?pcode=20860364&cate=16353681,64000,79210,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 64000, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 64000, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 64000, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 57000, ""period"": ""12개월""}, {""date"": ""24.01"", ""price"": 56500, ""period"": ""24개월""}]","{""품목"": {""학습벽보"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""훈민출판사"", ""등록년월"": ""2020년 10월"", ""제조회사"": ""훈민출판사""}",,,"20860364",2025-11-26 18:46:17.789,
35,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 학습벽보/차트,유니콘 유아 코팅 학습 벽보 수학 1단계,유니콘,https://prod.danawa.com/info/?pcode=31379270&cate=16353681,2760,3100,5.00,1,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""G마켓"": 1}","[{""date"": ""25.11.18"", ""price"": 2760, ""period"": ""1개월""}, {""date"": ""09.30"", ""price"": 2620, ""period"": ""3개월""}, {""date"": ""25.09"", ""price"": 2620, ""period"": ""6개월""}, {""date"": ""25.03"", ""price"": 2580, ""period"": ""12개월""}, {""date"": ""24.06"", ""price"": 2550, ""period"": ""24개월""}]","{""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""유니콘"", ""등록년월"": ""2019년 07월"", ""제조회사"": ""유니콘""}",,,"31379270",2025-11-26 18:47:48.016,
36,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 그림/동화/놀이책 > 학습벽보/차트,코믹컴 코믹컴 싸우는 위험 생물 대백과,코믹컴,https://prod.danawa.com/info/?pcode=25666256&cate=16353681,13800,14400,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 13800, ""period"": ""1개월""}, {""date"": ""09.16"", ""price"": 13400, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 12680, ""period"": ""6개월""}, {""date"": ""25.06"", ""price"": 12680, ""period"": ""12개월""}, {""date"": ""24.08"", ""price"": 10810, ""period"": ""24개월""}]","{""품목"": {""학습벽보/차트"": true, ""그림/동화/놀이책"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""코믹컴"", ""등록년월"": ""2019년 02월"", ""제조회사"": ""코믹컴""}",,,"25666256",2025-11-26 18:50:25.779,
